Term,Session,Bidding Window,Course Code,Description,Section,Vacancy,Opening Vacancy,Before Process Vacancy,D.I.C.E,After Process Vacancy,Enrolled Students,Max Bid,Median Bid,Min Bid,Instructor,School/Department
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST001,Ethics and Social Responsibility,SG91,3,0,0,0,0,1,0.00,0.00,0.00,"ANDREW WHITE, ANDREW WHITE",SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G1,45,45,0,0,0,45,0.00,0.00,0.00,GEORGE SHENOY,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G10,45,45,0,0,0,45,0.00,0.00,0.00,LOO WEE LING,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G11,45,45,0,0,0,45,0.00,0.00,0.00,TERENCE ANG,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G12,45,45,0,0,0,45,0.00,0.00,0.00,"LOW TZEH SHYIAN, RUSSELL",SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G2,45,45,0,0,0,45,0.00,0.00,0.00,GEORGE SHENOY,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G3,45,45,0,0,0,45,0.00,0.00,0.00,GEORGE SHENOY,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G4,45,45,0,0,0,45,0.00,0.00,0.00,GEORGE SHENOY,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G5,45,45,1,0,1,44,0.00,0.00,0.00,MELVYN CHEW,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G6,45,45,0,0,0,45,0.00,0.00,0.00,NANG SU WAI,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G7,45,45,0,0,0,45,0.00,0.00,0.00,LOO WEE LING,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G8,45,45,0,0,0,45,0.00,0.00,0.00,LOO WEE LING,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST101,Business Law,G9,45,45,1,0,1,44,0.00,0.00,0.00,LOO WEE LING,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST201,Company Law,G1,45,45,0,0,0,45,0.00,0.00,0.00,CHRISTOPHER CHEN,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST201,Company Law,G2,45,45,0,0,0,45,0.00,0.00,0.00,CHRISTOPHER CHEN,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST201,Company Law,G3,45,45,0,0,0,45,0.00,0.00,0.00,CHRISTOPHER CHEN,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,LGST223,Law of International Trade,G1,45,45,10,0,10,35,0.00,0.00,0.00,MICHAEL FURMSTON,SOL
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MAND201,Mandarin,G1,45,45,4,0,3,42,100.00,100.00,100.00,"HELLY TAN, HELLY TAN",SOSS
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,G1,45,45,6,0,6,39,0.00,0.00,0.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,G2,45,45,9,0,9,36,0.00,0.00,0.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,G3,45,45,4,0,4,41,0.00,0.00,0.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,G4,45,45,6,0,6,39,0.00,0.00,0.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,G5,45,45,8,0,8,37,0.00,0.00,0.00,LIEW SING LOON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,G6,45,45,5,0,5,40,0.00,0.00,0.00,LIEW SING LOON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MATH001,Calculus,SG1,3,3,2,0,2,1,0.00,0.00,0.00,ZHAO YIBAO,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G1,45,45,1,0,1,44,0.00,0.00,0.00,STEPHEN MATTHIAS HARNEY,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G10,45,45,1,0,1,44,0.00,0.00,0.00,CHAN KAY MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G11,45,45,1,0,1,44,0.00,0.00,0.00,MARKUS KARNER,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G12,45,45,0,0,0,45,0.00,0.00,0.00,MARKUS KARNER,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G13,45,45,1,0,1,44,0.00,0.00,0.00,TERENCE FAN PING-CHING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G14,45,45,1,0,1,44,0.00,0.00,0.00,TERENCE FAN PING-CHING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G15,45,45,0,0,0,45,0.00,0.00,0.00,NEO KOK BENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G16,45,45,1,0,1,44,0.00,0.00,0.00,NEO KOK BENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G17,45,45,2,0,2,43,0.00,0.00,0.00,MATS LINGBLAD,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G18,45,45,1,0,1,44,0.00,0.00,0.00,MATS LINGBLAD,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G19,45,45,1,0,1,44,0.00,0.00,0.00,RAJAH KUMAR,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G2,45,45,0,0,0,45,0.00,0.00,0.00,STEPHEN MATTHIAS HARNEY,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G20,45,45,2,0,2,43,0.00,0.00,0.00,RAJAH KUMAR,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G21,45,45,2,0,2,43,0.00,0.00,0.00,RAJAH KUMAR,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G22,45,45,1,0,1,44,0.00,0.00,0.00,GURINDER SINGH SHAHI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G23,45,45,1,0,1,44,0.00,0.00,0.00,WHITNEY ZHANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G24,45,45,1,0,1,44,0.00,0.00,0.00,WHITNEY ZHANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G3,45,45,1,0,1,44,0.00,0.00,0.00,PANG ENG FONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G4,45,45,2,0,1,44,10.10,10.10,10.10,PANG ENG FONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G5,45,45,0,0,0,45,0.00,0.00,0.00,PANG ENG FONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G6,45,45,2,0,2,43,0.00,0.00,0.00,PANG ENG FONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G7,45,45,2,0,2,43,0.00,0.00,0.00,CHAN KAY MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G8,45,45,2,0,2,43,0.00,0.00,0.00,CHAN KAY MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,G9,45,45,2,0,2,43,0.00,0.00,0.00,CHAN KAY MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,SG1,2,2,1,0,1,1,0.00,0.00,0.00,CHAN KAY MIN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT002,Technology and World Change,SG2,1,1,0,0,0,1,0.00,0.00,0.00,MARKUS KARNER,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G1,45,45,0,0,0,45,0.00,0.00,0.00,GILBERT TAN YIP WEI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G10,45,45,0,0,0,45,0.00,0.00,0.00,LOO KHEE SHENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G11,46,46,0,0,0,46,0.00,0.00,0.00,LOO KHEE SHENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G12,45,45,0,0,0,45,0.00,0.00,0.00,LOO KHEE SHENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G13,45,45,1,0,1,44,0.00,0.00,0.00,ER JWEE PING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G14,45,45,0,0,0,45,0.00,0.00,0.00,ER JWEE PING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G15,45,45,0,0,0,45,0.00,0.00,0.00,ER JWEE PING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G16,45,45,0,0,0,45,0.00,0.00,0.00,ER JWEE PING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G17,45,45,1,0,1,44,0.00,0.00,0.00,JOERGEN OERSTROEM MOELLER,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G18,45,45,0,0,0,45,0.00,0.00,0.00,FRANCIS PAVRI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G19,45,45,1,0,1,44,0.00,0.00,0.00,FRANCIS PAVRI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G2,45,45,0,0,0,45,0.00,0.00,0.00,GILBERT TAN YIP WEI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G20,45,45,0,0,0,45,0.00,0.00,0.00,FRANCIS PAVRI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G21,45,45,0,0,0,45,0.00,0.00,0.00,FRANCIS PAVRI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G22,45,45,0,0,0,45,0.00,0.00,0.00,RAJ KOMARAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G3,45,45,0,0,0,45,0.00,0.00,0.00,GENG XUESONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G4,45,45,0,0,0,45,0.00,0.00,0.00,GENG XUESONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G5,45,45,0,0,0,45,0.00,0.00,0.00,GENG XUESONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G6,45,45,0,0,0,45,0.00,0.00,0.00,ELIZABETH SU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G7,45,45,1,0,1,44,0.00,0.00,0.00,ELIZABETH SU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G8,45,45,0,0,0,45,0.00,0.00,0.00,ELIZABETH SU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",G9,45,45,0,0,0,45,0.00,0.00,0.00,ELIZABETH SU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT003,"Business, Government and Society",SG1,3,3,2,0,2,1,0.00,0.00,0.00,GENG XUESONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G1,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G10,45,45,0,0,0,45,0.00,0.00,0.00,ALAN TEA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G11,45,45,0,0,0,45,0.00,0.00,0.00,ALAN TEA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G12,45,45,1,0,0,45,24.01,24.01,24.01,ALAN TEA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G13,45,45,0,0,0,45,0.00,0.00,0.00,LIM BOON CHYE,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G14,45,45,0,0,0,45,0.00,0.00,0.00,LIM BOON CHYE,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G15,45,45,1,0,0,45,10.01,10.01,10.01,KHOO HOCK SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G16,45,45,0,0,0,45,0.00,0.00,0.00,KHOO HOCK SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G17,45,45,0,0,0,45,0.00,0.00,0.00,CHRISTINA LEE CHEUN HOOI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G18,45,45,0,0,0,45,0.00,0.00,0.00,CHRISTINA LEE CHEUN HOOI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G19,45,45,0,0,0,45,0.00,0.00,0.00,MARK GORDON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G2,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G20,45,45,1,0,0,45,20.15,20.15,20.15,MARK GORDON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G21,45,45,1,0,0,45,14.99,14.99,14.99,RICHARD MAK YOKE CHUEN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G22,45,45,1,0,0,45,12.09,12.09,12.09,RICHARD MAK YOKE CHUEN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G23,45,45,0,0,0,45,0.00,0.00,0.00,MARK GORDON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G24,45,45,0,0,0,45,0.00,0.00,0.00,MARK GORDON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G3,45,45,1,0,1,44,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G4,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G5,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G6,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G7,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G8,45,45,0,0,0,45,0.00,0.00,0.00,GOH BAN ENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT004,Creative Thinking,G9,45,45,2,0,1,44,10.88,10.88,10.88,ALAN TEA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G1,45,45,1,0,1,44,0.00,0.00,0.00,ILYA CUYPERS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G10,45,45,0,0,0,45,0.00,0.00,0.00,CHARLES CHOW,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G11,45,45,2,0,0,45,60.00,52.50,45.00,ILYA CUYPERS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G2,45,45,1,0,0,45,13.95,13.95,13.95,ILYA CUYPERS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G3,45,45,0,0,0,45,0.00,0.00,0.00,ILYA CUYPERS,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G4,45,45,6,0,6,39,0.00,0.00,0.00,TERENCE FAN PING-CHING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G5,45,45,19,0,18,27,50.00,50.00,50.00,TERENCE FAN PING-CHING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G6,45,45,4,0,2,43,70.00,49.00,28.00,DIMIAN ADEL,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G7,45,45,0,0,0,45,0.00,0.00,0.00,VICTOR GOH,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G8,45,45,0,0,0,45,0.00,0.00,0.00,MATS LINGBLAD,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT102,Strategy,G9,45,45,0,0,0,45,0.00,0.00,0.00,MATS LINGBLAD,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT104,Entrepreneurial Management,G1,45,45,0,0,0,45,0.00,0.00,0.00,ROGER LOW,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT104,Entrepreneurial Management,G2,45,45,0,0,0,46,0.00,0.00,0.00,ROGER LOW,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT104,Entrepreneurial Management,G3,45,45,1,0,0,45,100.00,100.00,100.00,ROGER LOW,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT104,Entrepreneurial Management,G4,45,45,0,0,0,45,0.00,0.00,0.00,ROGER LOW,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT105,"Current Issues in Business, Culture, and Society",G1,40,40,0,0,0,40,0.00,0.00,0.00,"TOM ESTAD, TOM ESTAD",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT205,International Business,G1,45,45,0,0,0,45,0.00,0.00,0.00,JUDY TAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT205,International Business,G2,45,45,0,0,0,46,0.00,0.00,0.00,JUDY TAN,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT218,Entrepreneurship and Business Creation,G1,45,45,1,0,0,45,28.80,28.80,28.80,KOH HOCK TEE,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT221,Enterprise Development,G1,46,46,-1,0,-1,47,0.00,0.00,0.00,KHOO HOCK SENG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT221,Enterprise Development,G2,45,45,0,1,0,45,100.00,100.00,100.00,,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT227,Corporate Creativity,G1,45,45,2,0,2,43,0.00,0.00,0.00,GILBERT TAN YIP WEI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT232,Business Consulting,G1,40,40,0,0,0,41,0.00,0.00,0.00,MATTHIAS SCHAUB,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT233,Leadership Seminar with CEOs,G1,70,70,0,0,0,70,0.00,0.00,0.00,PANG ENG FONG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT234,Strategic Management in China,G1,45,45,1,0,1,44,0.00,0.00,0.00,WANG HELI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT234,Strategic Management in China,G2,45,45,1,0,0,45,30.00,30.00,30.00,WANG HELI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT235,Sustainability Governance and Management,G1,45,45,1,0,1,44,0.00,0.00,0.00,TED FEICHIN TSCHANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT235,Sustainability Governance and Management,G2,45,45,1,0,0,45,46.61,46.61,46.61,TED FEICHIN TSCHANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT301,Country Studies/Business Study Mission(UAE&SA&Oman&Kuwait&Qatar),G1,40,40,0,0,0,40,0.00,0.00,0.00,CAROLINE YEOH,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT301,Country Studies/Business Study Mission(Malaysia),G2,29,29,0,0,0,30,0.00,0.00,0.00,MATTHIAS SCHAUB,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT301,Country Studies/Business Study Mission(Taiwan),G3,30,30,0,0,0,30,0.00,0.00,0.00,PATRICK LOH,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT301,Country Studies/Business Study Mission(Argentina and Uruguay),G4,26,26,8,0,8,18,0.00,0.00,0.00,TAN WEE LIANG,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT304,Entrepreneurial Leadership in Ethnic Chinese Business,G1,45,45,3,0,1,44,69.00,39.50,10.00,THOMAS MENKHOFF,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT312,Asia Pacific Business,G1,45,45,0,0,0,45,0.00,0.00,0.00,CAROLINE YEOH,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT315,Global Mega-Trends,G1,45,45,2,0,0,45,50.01,35.21,20.41,FRANK SIEGFRIED,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT315,Global Mega-Trends,G2,45,45,45,0,40,5,42.27,31.00,26.50,,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT317,Managing Process Improvement,G1,45,45,0,0,0,45,0.00,0.00,0.00,"DIMIAN ADEL, LIEVEN DEMEESTER",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MGMT318,Design Thinking and Innovation,G1,45,45,2,0,0,45,58.77,51.28,43.79,KOH ZHIXIU,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G1,45,45,0,0,0,45,0.00,0.00,0.00,"SEH-WOONG CHUNG, SEH-WOONG CHUNG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G10,44,44,0,0,0,45,0.00,0.00,0.00,MARTHA TIPTON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G11,45,45,0,0,0,45,0.00,0.00,0.00,"SESHAN RAMASWAMI, SESHAN RAMASWAMI",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G12,45,45,2,0,0,45,15.00,12.50,10.00,"SESHAN RAMASWAMI, SESHAN RAMASWAMI",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G13,45,45,0,0,0,45,0.00,0.00,0.00,"SESHAN RAMASWAMI, SESHAN RAMASWAMI",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G14,45,45,0,0,0,45,0.00,0.00,0.00,AMY WONG OOI MEI,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G2,45,45,0,0,0,45,0.00,0.00,0.00,"SEH-WOONG CHUNG, SEH-WOONG CHUNG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G3,45,45,0,0,0,45,0.00,0.00,0.00,"SEH-WOONG CHUNG, SEH-WOONG CHUNG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G4,45,45,0,0,0,45,0.00,0.00,0.00,"HAN JIN KYUNG, HAN JIN KYUNG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G5,45,45,0,0,0,45,0.00,0.00,0.00,"HAN JIN KYUNG, HAN JIN KYUNG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G6,45,45,1,0,0,45,10.05,10.05,10.05,"HAN JIN KYUNG, HAN JIN KYUNG",LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G7,45,45,0,0,0,45,0.00,0.00,0.00,MARTHA TIPTON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G8,45,45,0,0,0,45,0.00,0.00,0.00,MARTHA TIPTON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG101,Marketing,G9,45,45,0,0,0,45,0.00,0.00,0.00,MARTHA TIPTON,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG102,Consumer Behaviour,G1,45,45,0,0,0,45,0.00,0.00,0.00,JANE WANG JING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG102,Consumer Behaviour,G2,45,45,1,0,0,45,100.00,100.00,100.00,JANE WANG JING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG102,Consumer Behaviour,G3,45,45,0,0,0,45,0.00,0.00,0.00,JANE WANG JING,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG102,Consumer Behaviour,G4,45,45,0,0,0,45,0.00,0.00,0.00,GEOFFREY DA SILVA,LKCSOB
2013-14 Term 1,Regular Academic Session,Round 2A Window 1,MKTG102,Consumer Behaviour,G5,45,45,0,0,0,45,0.00,0.00,0.00,GEOFFREY DA SILVA,LKCSOB
